,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N291-H4N3F1,22.42869396,0,0,23.36989554,0,0,0,0,23.41436223,25.11655043,0,0,0,0,0,0,23.86365494,22.42439705,0,0,23.9905583,23.4382221,24.87880791,23.2449168,23.46197235,0,23.03318697,0,0,23.09780679,23.7696492,22.15310204,0,0,0,24.38367316,0,0,0,0,0,0,0,0,0,21.91883753,21.92592985,21.70740115,0,22.10167532,22.71435895,0,0,21.20397429,22.95073113,>>DiffResult,7.030877707,16.51454712,7.030642441,0,15.45229082,16.51454712,0.018692206,0.747942899,1,0.284622765,0.402584035,0.679554266,0.049649125,0.076419422,0.161798245,0.261193297,0.999430125,0.048774976,YES
CLU-N291-H4N3F2,20.3027555,21.53794238,20.19406553,24.13287617,20.57999904,18.41330514,22.90341831,0,23.68480908,25.23281586,20.08781049,0,0,0,0,0,25.29824793,23.06067277,0,0,24.22418908,24.21233105,25.42502736,19.59136987,20.41070055,0,23.84208212,20.58427527,21.97766456,24.31853704,25.08894007,23.44519327,19.22883673,20.3241359,20.92496115,25.89642557,20.8148291,0,19.46291112,21.32230295,24.39303687,20.63830217,20.13199749,0,0,23.67520707,23.14706164,0,0,23.11794747,0,0,0,22.86141636,24.22895485,>>DiffResult,13.27143591,20.45861769,19.65085358,13.03266731,11.70305874,8.75555895,0.18304188,0.767903009,0.507134063,0.999782529,0.430386667,0.999998922,0.68427274,0.999299196,0.386341158,0.994833341,0.332517158,0.269830968,NO
CLU-N291-H4N3F3,23.23467044,0,0,23.95266273,0,0,19.90400714,0,23.38111919,24.50073368,0,0,0,0,19.7318172,0,24.7141618,22.78811268,0,0,24.07450484,23.79915633,24.05724087,22.97190335,0,0,23.41559742,0,20.10127189,23.9997429,24.06479299,23.17526164,0,0,0,25.00087982,0,0,0,0,0,0,0,0,0,20.24587442,23.01627853,22.82838382,22.65859446,23.06841918,23.96729265,0,0,22.30658833,23.95200877,>>DiffResult,9.110364243,16.24194176,7.224093445,0,18.20434402,18.20434402,0.013047702,0.732016992,0.990854516,0.338132815,0.163168757,0.440804587,0.057303174,0.024665515,0.430073722,0.198055921,0.993855974,0.03813191,YES
CLU-N291-H4N3S1,0,0,0,0,0,0,18.77454993,0,0,0,18.85953543,0,0,0,0,0,0,0,18.58449515,19.10297018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76415656,19.83671311,19.01130151,20.93641812,0,19.25341267,18.52267869,0,>>DiffResult,3.766077534,0,0,0,11.63246806,11.63246806,0.000547113,1,0.553377345,1,0.001502352,0.763192947,1,0.013765519,0.553377345,0.020438974,0.001502352,0.003296779,YES
CLU-N291-H5N2,0,0,0,0,0,0,18.89883405,0,0,21.38682269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24042577,19.63435991,20.24963724,20.20677751,20.24806746,21.50024139,0,19.96693937,19.14068345,21.1764259,>>DiffResult,2.014282837,0,0,0,18.2363558,18.2363558,2.64E-12,1,0.802953923,1,1.52E-10,0.911329427,1,4.51E-08,0.802953923,6.45E-11,1.52E-10,5.15E-10,YES
CLU-N291-H5N3F3+203.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28146936,26.10169166,0,0,20.68671734,0,21.65961344,22.43891158,23.54071235,>>DiffResult,0,0,0,0,13.57091157,13.57091157,3.68E-08,1,1,1,1.63E-06,1,1,8.08E-05,1,5.59E-08,1.63E-06,1.64E-06,YES
CLU-N291-H5N3S1,20.62432632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39261458,18.76506014,20.40715244,0,20.00220309,0,0,0,0,19.64170836,0,20.33863624,0,0,0,0,0,0,0,0,19.26396326,0,0,0,0,0,0,21.98013674,20.38476363,0,20.26586212,21.70854102,21.78069536,22.6753209,0,19.77059802,21.03565232,21.98521863,>>DiffResult,4.009457674,5.998254768,1.926396326,4.396027349,16.9606652,15.03426887,0.0016409,0.983457195,0.968411684,0.817489369,0.002023317,0.999983598,0.996820964,0.066099724,0.97329365,0.002159271,0.042164378,0.007684484,YES
CLU-N291-H5N4F1,0,0,0,0,0,0,20.55116594,0,0,25.8965646,0,0,0,0,0,0,0,0,0,0,0,24.58575149,22.65741661,22.33949719,0,17.84241281,20.22229178,22.85003629,0,0,0,0,19.21879103,0,0,0,0,18.54282101,0,0,0,0,0,0,0,0,18.68521239,19.00877196,19.30308156,22.17581833,21.0542145,19.49729975,0,18.6769845,19.95656463,>>DiffResult,2.322386527,13.04974062,3.776161203,0,15.83579476,15.83579476,0.000118141,0.916298859,0.990652693,0.099963621,0.015082188,0.979251724,0.041252229,0.007723671,0.011771142,0.000829976,0.940664304,0.001054254,YES
CLU-N291-H5N4F2,22.1594808,0,22.69101303,19.21592796,20.31166078,19.81034747,20.84471953,21.60684778,22.09286745,26.65194996,20.51980694,0,0,0,0,0,22.99026154,25.09471548,0,20.5988748,26.20321627,24.60075236,0,19.92979889,25.92832945,21.43478403,22.93863393,24.39116854,24.67621954,0,0,21.5138074,22.38389707,20.52943407,20.43351518,24.08769238,20.96512642,20.33305835,21.45715318,20.92156374,21.35993488,26.07166744,25.41069664,0,0,21.05268836,21.56697995,21.63420274,21.72086044,24.93953214,22.27612268,21.383376,21.2723678,22.42313916,23.50978294,>>DiffResult,14.22942368,19.0102903,19.26252478,14.56845979,22.17790522,7.948481545,0.207914802,0.887408345,0.632567669,0.999996824,0.955391365,0.999993371,0.905927007,0.571624193,0.676081772,0.194420037,0.940407809,0.296044341,NO
CLU-N291-H5N4F3,26.97339341,26.08494823,24.58121593,27.3759036,25.04925072,24.14653143,0,24.86117506,26.85447095,28.52913811,24.67046078,0,21.75527492,0,24.85287013,23.11156665,24.49373102,26.46836542,23.64180739,20.95798961,27.973041,27.48907315,28.81245203,24.84133845,24.8780012,22.2431498,24.48724071,25.59287787,25.92370649,27.66424168,0,26.59164778,0,19.49112216,25.38845706,29.34917671,25.67572495,20.73837371,23.77488177,25.90524995,28.38140263,25.23877972,24.84094143,0,0,20.58082849,25.85192687,22.41023415,0,27.02781149,0,21.84867676,22.0951202,26.90432687,28.30351969,>>DiffResult,21.22040467,25.99051224,19.69146341,15.69222476,19.50224445,10.29828748,0.331976886,0.939715464,0.993705964,0.58412087,0.999999096,0.775552423,0.296900489,0.949048171,0.699404276,0.990182571,0.556097144,0.421173057,NO
CLU-N291-H5N4F4,24.07767443,24.20363063,20.96500372,22.40039027,21.12498837,20.80339291,0,0,21.7257693,24.88579016,24.57522685,0,0,0,25.1242888,20.1948684,0,0,23.68596735,0,23.20413454,27.44569675,27.09583311,23.91872934,26.81306725,0,27.12237893,22.22036943,26.0430751,19.20398412,24.85819028,20.83018604,22.28379719,22.91936073,21.57984833,29.43698744,22.80445245,22.75158468,23.45057871,22.08219252,25.87662243,24.05443908,25.15663074,0,0,23.04117424,0,23.52358857,26.19472324,27.96294646,23.76070766,21.59190891,23.48407893,26.56956379,27.63204393,>>DiffResult,13.68834956,22.30672686,23.29971784,15.01753845,22.37607357,9.611368278,0.032155052,0.514164363,0.085667221,0.999328226,0.999495281,0.998635832,0.634032928,0.625697481,0.152046537,0.146384019,0.999999984,0.075028455,NO
CLU-N291-H5N4F4+162.05,24.72321402,19.4295438,0,0,0,0,0,0,24.84525373,26.0706348,0,0,0,0,22.20599544,0,0,24.29512307,0,0,22.36637567,24.13394487,0,19.56054139,20.50953014,0,0,0,22.87103783,25.67093394,0,24.7131827,0,0,0,25.39732414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82576192,0,0,>>DiffResult,7.078488243,13.51123638,5.011050684,0,2.482576192,13.51123638,0.08730134,0.895606997,0.984389407,0.346880657,0.980675345,0.635307508,0.125153155,0.991572902,0.48361517,0.769783989,0.12533938,0.155809568,NO
CLU-N291-H5N4F5,22.60876056,0,21.76333064,0,0,22.16190896,0,0,0,0,0,0,0,0,0,0,27.05509144,25.86048414,22.85929023,21.76159037,26.99942279,26.31763859,20.91968063,22.18329299,0,0,23.38355743,21.01093865,0,0,0,25.49775661,21.81541242,0,23.04787248,0,0,22.48958964,0,0,24.7962488,0,0,0,0,22.61723914,25.99747783,25.04664181,22.87644018,23.0848771,24.13602522,20.8399563,23.35172763,0,0,>>DiffResult,8.203522817,14.08145311,9.285063117,4.959249759,18.79503852,13.83578876,0.103774464,0.958044601,0.999196176,0.881830134,0.355107256,0.97940504,0.597627623,0.195640879,0.678214301,0.136520153,0.888246497,0.176826277,NO
CLU-N291-H5N4S1,21.2883844,0,22.32669012,22.2818166,21.33626474,21.7471893,21.28572203,21.80472513,24.38593618,24.51528135,21.35949173,0,0,0,21.79691217,0,22.66158806,21.12942892,21.377033,0,23.00422861,23.51307828,21.82007899,22.21008587,0,20.3060729,21.65064915,20.96452736,23.47177118,22.67243079,0,20.9684038,0,0,0,24.94987007,21.10905504,20.22185113,20.41341932,21.35550236,22.65603418,22.09930723,21.5682448,0,0,20.52018439,18.98740173,19.90225815,20.58495418,21.46901041,20.46888314,18.95375509,20.36207407,20.36955987,23.83129024,>>DiffResult,15.46482319,19.96129231,12.90181017,13.26471724,20.54493713,7.643126956,0.237147983,0.999993723,0.95138052,0.435641047,0.354986543,0.989072419,0.676203876,0.603939724,0.716623961,0.615932176,0.999906222,0.326917444,NO
CLU-N291-H5N4S1F1,20.25967777,0,22.22772029,22.42924192,21.70826654,23.05269255,20.87428066,21.97270852,25.64329486,27.02640998,0,19.69285494,0,0,23.32515956,0,21.55439317,20.47438788,23.97179559,21.06132971,22.65130654,22.24869972,21.6586808,21.97643505,21.10955708,0,24.36381568,0,0,23.57832605,24.78281762,20.64482488,18.57610013,0,0,21.85724027,21.60999701,19.47659608,20.172086,20.8924284,22.80955136,22.22964744,22.00014186,0,0,19.51212374,20.55397558,0,20.86030612,22.48602197,22.57241481,0,20.10784772,20.39200529,22.04445201,>>DiffResult,16.7637107,15.75868209,16.80120904,13.40786813,16.85291473,3.445046592,0.968620218,0.971814106,0.999999998,0.999336413,0.999999996,0.96239538,0.992847876,0.970225386,0.998987625,0.999999935,0.999196848,0.970280236,NO
CLU-N291-H5N4S1F2,19.66104894,0,0,0,20.98282879,0,20.3074679,0,24.8629467,26.53026239,0,0,0,0,22.19832022,0,22.16469703,23.12079651,23.50734337,0,22.35669079,23.403824,24.74969441,21.79210372,0,0,23.78832259,21.37346782,0,22.53107689,0,24.63071709,18.88703989,0,0,25.87434424,22.58928324,20.33980925,21.30493941,23.2121617,21.17749497,0,0,20.67066929,0,19.65084395,19.47713947,0,20.12480282,20.58911738,20.92703214,18.74495721,20.30873753,22.93589499,23.91792734,>>DiffResult,10.16678559,15.99951802,15.68382948,8.369632851,18.66764528,10.29801243,0.188170919,0.721641597,0.671198246,0.999995501,0.970334363,0.997136624,0.689255975,0.406953232,0.62356955,0.255053507,0.980296782,0.275308892,NO
CLU-N291-H5N4S1F3,20.73758524,0,21.29161266,0,21.25570829,0,21.10174235,0,0,0,0,19.21113224,0,0,0,0,23.09118212,23.8418639,20.59620022,21.1710546,24.89597914,24.37029814,20.90416985,21.22157347,0,0,24.1703511,0,0,21.90716947,25.33217717,20.80944458,0,0,0,23.43219613,0,19.81008778,19.41524159,21.41132935,21.73931075,0,21.07913808,0,0,20.66606667,20.34515429,0,19.63362931,20.97468741,21.2306008,0,20.46505613,0,23.62873957,>>DiffResult,9.614904081,13.74695412,13.02104766,8.563689766,14.69439342,6.130703652,0.682566265,0.948159642,0.932246212,0.999894471,0.997153985,0.999705119,0.913288876,0.851460143,0.872092341,0.763411585,0.99969606,0.724722947,NO
CLU-N291-H5N4S2,23.82945619,21.60464486,24.20521404,23.18344145,24.12483219,24.87236768,22.37130006,23.75369268,24.80305818,25.58971044,24.72630588,22.13529837,20.74705376,0,24.66898582,22.42643844,22.84708279,23.759391,24.20069126,21.75103057,20.9235301,23.62026642,23.27025997,22.03654308,22.59939832,19.86642254,22.36174165,21.87128952,23.55337293,22.1674163,22.89550339,23.66633427,0,21.69509346,23.06488087,23.18939727,21.49886207,21.40512952,21.36803687,22.25219109,22.46661889,23.77738999,23.61721092,0,0,22.50926855,21.62996987,22.38062834,0,23.46061604,23.41991556,21.54764773,21.75905168,22.64247804,23.8540606,>>DiffResult,22.27999978,22.22702408,20.10354288,13.97224396,20.32036364,8.307755823,0.147724736,0.436160482,0.910220953,0.949432453,0.9999929,0.097768821,0.160443829,0.400740489,0.999999955,0.936979482,0.965478716,0.229641245,NO
CLU-N291-H5N4S2F1,23.03425317,24.02456584,21.15775952,21.87647783,23.28016409,22.29226816,0,23.0672194,25.61806008,26.6049772,21.17713395,21.64274122,22.35196722,0,24.18464646,20.55103904,23.37738098,24.12362457,23.05200453,0,21.04808821,19.83764848,22.39672775,20.6692728,21.58239927,0,21.85064768,22.76705209,22.20116612,21.8429116,22.68228278,25.02167955,20.08596485,21.02074357,21.70509815,22.69358994,21.60965837,20.07866539,21.19290379,22.04703293,23.11961951,20.39459587,0,0,0,21.64389803,20.41081712,18.75619896,20.98112501,23.23106537,0,20.94016289,21.21881367,21.15038692,23.4321931,>>DiffResult,19.57081416,19.4195914,21.81376193,8.702843076,19.17646611,13.11091885,0.039648379,0.020401315,0.93821236,0.952989348,0.934251827,0.043396969,0.085870088,0.097918896,0.999998297,0.999921855,0.999993607,0.087196574,NO
CLU-N291-H6N2,19.52763177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0432672,0,0,0,19.54810979,19.33323468,0,0,20.64372165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00459206,18.97570621,0,0,0,18.77082692,18.8952786,0,19.58739248,19.02553245,20.70125457,>>DiffResult,0.976381588,7.956833333,0,4.400918412,11.59559912,11.59559912,0.00148062,0.798211612,0.996687727,0.114631495,0.006350868,0.87578456,0.895384473,0.372827299,0.10697944,0.003436615,0.790766377,0.007211853,YES
CLU-N291-H6N3S1,0,0,20.86993872,22.21553472,0,0,21.53843745,0,18.9205476,20.98359056,0,0,0,0,20.96604284,0,22.87396824,22.87463209,21.49441881,21.15832478,0,21.70540141,21.45216893,0,0,0,22.14272676,0,22.51248793,0,0,0,0,0,0,0,0,0,0,0,0,23.63291521,22.99075286,0,19.96916585,21.6838096,0,21.46054707,22.13126053,22.57093305,23.02243664,20.70044772,21.7354638,22.52289937,23.5365139,>>DiffResult,10.69477179,8.781278504,0,13.31856678,19.93643117,19.93643117,0.000716353,0.093271429,0.041063346,0.249553787,0.000196832,0.981075043,0.905481087,0.70860153,0.984874724,0.103632103,0.08038881,0.004045493,YES
CLU-N291-H6N4F3,23.4892529,0,0,0,0,0,0,0,0,25.5135895,0,0,0,0,0,0,0,23.1793577,0,0,21.54756046,22.8056144,0,0,0,0,23.28781624,0,21.28895987,0,0,0,0,0,0,24.75746915,0,0,0,0,0,0,0,0,0,23.73715497,26.34565327,0,24.10911162,25.85672806,25.17784919,0,0,23.55573283,24.90509151,>>DiffResult,3.609110005,8.892995098,2.475746915,0,17.36873214,17.36873214,0.00201022,0.989245835,0.997983664,0.561484404,0.008325233,0.940970995,0.438648387,0.013352607,0.60851995,0.004191967,0.284146355,0.008843603,YES
CLU-N291-H6N4S2,20.65154582,21.73394108,21.52791149,20.63027819,21.01533424,21.70638549,0,0,21.47288289,21.45832905,21.81365299,0,0,0,21.16337719,20.81557508,0,20.75757819,20.68583168,0,0,0,19.57542951,18.52080776,0,0,0,0,0,0,0,0,0,19.78940129,20.22224308,0,0,17.75277409,0,0,21.63045418,0,21.44106834,0,0,0,0,18.81091897,0,21.62873504,0,17.80174385,0,18.66433657,20.44485166,>>DiffResult,13.77163117,3.809623727,5.776441846,8.614304505,9.735058609,9.962007442,0.09372576,0.984697736,0.244473392,0.991752481,0.898465445,0.835710189,0.901418094,0.999582726,0.087165737,0.830483344,0.670730296,0.165008152,NO
CLU-N291-H6N5F3,0,20.4681485,22.78941122,0,0,0,0,0,0,27.51462426,20.99999974,0,0,0,0,0,0,25.11221273,21.13286088,0,26.16914378,0,22.43548942,21.89515824,0,0,0,0,0,0,26.32195387,0,0,0,0,0,0,0,19.2964718,20.46569194,22.13242579,23.81410897,22.47238796,0,0,0,24.60143709,0,0,25.86660378,21.720379,0,20.77638262,24.38736676,26.53676964,>>DiffResult,6.900862867,7.049979145,6.608411761,13.68378455,14.38889389,7.780482128,0.358646383,0.78888163,0.999995493,0.999986843,0.551775457,0.757680907,0.825173195,0.999962081,0.999999695,0.446682015,0.606540595,0.450814647,NO
CLU-N291-H6N5F4,0,0,22.89275643,23.20098465,22.61976631,22.28567898,0,0,25.70023909,25.70411755,22.88819786,0,20.80646668,0,23.51093301,0,24.1952086,26.02193355,21.90860808,0,27.13059272,27.10602097,23.94307471,23.09003854,23.33158974,0,26.46376463,22.51149838,22.94034935,27.34371513,23.34645658,26.8400039,0,23.64294749,23.40201478,24.34541257,23.65561389,0,22.11053829,24.23938973,24.22155207,26.24296041,24.49214307,0,0,20.90963949,0,21.88329966,0,25.00371747,23.10825712,20.75218071,0,0,26.72563063,>>DiffResult,14.08674454,22.38606442,19.15823772,14.99133111,13.83827251,8.547791908,0.309842621,0.959826146,0.767707003,0.966719285,0.824027879,0.999840746,0.747225666,0.999709389,0.322402666,0.999997453,0.437832578,0.399785899,NO
CLU-N291-H6N5F6,22.04064825,0,0,22.0299721,0,0,0,0,0,23.60203573,22.30803598,0,21.22691852,0,23.24625606,0,23.80293014,25.10184035,22.40600335,0,22.0445405,24.80830903,22.2467909,0,21.81412054,0,22.64446256,0,0,0,22.74832567,21.57731875,20.53342656,23.07829958,0,22.96031506,23.08349057,22.1717649,0,0,0,0,0,0,0,20.88169591,22.574987,21.35192382,0,25.0416877,21.83599644,0,0,20.55245083,22.94031479,>>DiffResult,10.28823202,11.35582235,15.61529411,0,15.51790565,15.61529411,0.090610149,0.084830973,0.718455702,0.906452805,0.999999963,0.341320507,0.33379352,0.087987977,0.999082046,0.731962062,0.913343116,0.160246996,NO
CLU-N291-H6N5S1F1,0,0,20.42189678,0,0,0,0,0,23.1250718,23.91193993,20.95427763,0,0,0,0,0,21.53687461,22.17376472,21.26020288,0,0,21.60173181,0,0,0,0,0,0,21.27913947,0,0,0,0,0,0,0,0,0,0,0,20.65950704,20.67478659,20.09997173,0,0,0,0,18.72914179,19.76332518,19.07528111,21.83155075,0,0,0,0,>>DiffResult,7.669201417,4.288087128,0,12.28685307,7.939929883,12.28685307,0.11878696,0.133401563,0.230090751,0.843112348,0.332815143,0.860240464,0.529734528,0.914260121,0.882974509,0.999992704,0.905783203,0.195030837,NO
CLU-N291-H6N5S1F3,0,0,21.47094442,0,21.64134682,0,20.53900907,0,0,24.78198418,0,19.59966891,0,0,0,0,0,0,22.4626651,0,0,26.86193435,0,22.46637153,0,0,0,0,0,0,0,25.01426218,20.65554412,0,0,23.72644256,0,20.48070991,0,0,24.77689436,22.01897979,21.69210403,0,0,0,0,0,0,0,0,0,0,21.15050519,0,>>DiffResult,6.524780925,4.932830588,8.987695877,13.69759563,2.115050519,11.58254512,0.289930874,0.916946654,0.971071824,0.901052653,0.567163445,0.630227481,0.528065531,0.251564036,0.994363333,0.799701892,0.972025642,0.37948401,NO
CLU-N291-H6N5S2,21.65119213,20.87177123,21.18285193,0,21.45819501,21.53420488,19.72486934,0,24.25279111,24.25291909,22.95605396,0,0,0,22.28184602,22.13848841,0,21.59430917,21.87582656,0,21.1823151,21.62364218,22.17896453,21.35955023,22.04650789,0,18.62318943,0,22.87101108,21.28176831,21.5200616,19.09789448,0,21.50778883,21.67765917,21.67629888,0,19.13628932,20.84831784,21.03053276,22.13652512,0,21.38767455,0,0,0,0,19.77673161,0,20.60729191,19.5889953,0,0,0,20.59898651,>>DiffResult,14.28876594,17.11669488,16.64948429,8.704839934,8.057200533,9.059494343,0.197211875,0.616979043,0.974854705,0.999974244,0.339685604,0.808528953,0.564084395,0.999957798,0.951956439,0.518870919,0.287990083,0.283917096,NO
CLU-N291-H6N5S2F1,23.25263754,21.37783778,22.016896,0,21.29358111,22.73695381,0,20.95134695,22.56302786,25.38010675,21.8009543,19.4234848,0,0,22.05397535,21.08920304,0,22.50429083,20.88772265,0,0,0,22.13851861,22.24934404,0,0,20.83294974,0,0,20.61853677,21.74918584,20.13024112,0,0,0,0,0,0,21.49417662,0,20.98458974,20.75290248,0,0,0,0,0,0,0,0,20.54453681,0,19.47984447,0,0,>>DiffResult,15.36660094,8.583934916,6.337360358,8.347498444,4.002438128,11.36416281,0.045976525,0.996376011,0.1707392,0.987963182,0.986087316,0.650035366,0.999999261,0.937045872,0.438683796,0.046315464,0.854595914,0.097190882,NO
CLU-N291-H6N5S3,22.33343145,21.83687556,20.26154348,21.23962755,22.45178036,23.38709131,19.91016941,22.53595953,22.53461859,23.27269564,23.07075515,20.20141652,23.05596487,22.67472723,23.31022044,24.35632964,22.21796571,22.43333952,21.75781821,20.16072611,0,0,20.31218148,0,20.45731319,0,20.32596747,21.8906727,0,0,0,21.90931252,0,20.98043996,21.33062087,0,20.24441837,18.777401,0,21.00426791,22.6219138,22.50405885,21.65556926,21.36029248,0,0,0,20.39459626,0,22.23945633,21.63530715,0,0,21.37054305,22.866685,>>DiffResult,22.15015281,8.298613484,12.42464606,17.62836688,10.85065878,13.85153933,0.000562064,0.800994985,0.038895774,0.817395574,0.993829315,0.827945465,0.286495833,0.602455654,0.001083299,0.010963654,0.962715621,0.003335291,YES
CLU-N291-H6N5S3F1,18.60601819,21.27982026,20.55192277,0,0,22.13260297,0,0,20.4104392,21.44864284,21.04691987,18.91098429,0,0,21.36830583,21.9810096,20.88371725,23.41596969,0,0,22.19825028,21.91716475,0,0,0,0,0,0,0,0,0,20.1329118,0,0,0,19.72133077,0,0,0,0,0,20.69553317,0,0,0,0,0,0,0,22.93631076,20.1305691,0,0,0,0,>>DiffResult,12.60181764,4.411541503,3.985424257,4.139106633,4.306687986,8.616393381,0.061285834,0.99999983,0.158872351,0.999977549,0.999992731,0.40953582,0.999998327,0.99999976,0.198255715,0.18796178,0.999999917,0.120397685,NO
CLU-N291-H7N2,19.39035765,0,0,0,0,0,19.26506371,0,0,21.31768614,0,0,0,0,0,0,0,0,0,0,19.99073496,20.23181512,20.90528694,0,0,19.43536258,19.78791055,0,0,20.75495477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63253208,20.11103635,>>DiffResult,2.998655375,12.11060649,0,0,3.874356843,12.11060649,0.003943341,1,0.819328574,0.00398649,0.750891436,0.919635252,0.027658394,0.862793288,0.016383351,0.997836372,0.095268828,0.014946698,YES
CLU-N291-H7N4F1,0,0,0,0,0,0,23.29301618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.10817603,0,0,0,20.03175071,0,0,0,0,0,22.31557971,0,0,0,0,0,0,0,0,0,22.76564112,22.95677397,0,23.37107471,22.04282081,23.98388293,0,23.45825686,22.00215029,23.62096013,>>DiffResult,1.164650809,4.213992675,2.231557971,0,18.42015608,18.42015608,1.20E-06,0.978417281,0.995075973,0.970629354,5.18E-05,0.997428761,0.814880316,0.000176655,0.801923083,8.26E-07,0.000421422,3.06E-05,YES
CLU-N291-H7N4F2,0,0,0,0,0,0,21.3770522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.87205081,0,0,0,0,0,0,0,0,0,23.10269957,23.66659548,0,22.87142657,23.29898318,20.83277808,0,0,0,24.03130544,>>DiffResult,1.06885261,0,2.187205081,0,13.78037883,13.78037883,4.40E-05,0.972727626,0.991864144,0.943901738,0.002090931,0.997446891,1,0.002992139,0.993154782,6.60E-05,0.000186561,0.00048024,YES
