protein,Raw_NS.1,Raw_NS.2,Raw_NS.3,Raw_NS.4,Raw_NS.5,Raw_NS.6,Raw_NS.7,Raw_NS.8,Raw_NS.9,Raw_NS.10,Raw_NS.11,Raw_NS.12,Raw_NS.13,Raw_NS.14,Raw_NS.15,Raw_NS.16,Raw_NS.17,Raw_NS.18,Raw_NS.19,Raw_NS.20,Raw_OA.1,Raw_OA.2,Raw_OA.3,Raw_OA.4,Raw_OA.5,Raw_OA.6,Raw_OA.7,Raw_OA.8,Raw_OA.9,Raw_OA.10,Raw_HS.1,Raw_HS.2,Raw_HS.3,Raw_HS.4,Raw_HS.5,Raw_HS.6,Raw_HS.7,Raw_HS.8,Raw_HS.9,Raw_HS.10,Raw_MA.1,Raw_MA.2,Raw_MA.3,Raw_MA.4,Raw_MA.5,Raw_SCO.1,Raw_SCO.2,Raw_SCO.3,Raw_SCO.4,Raw_SCO.5,Raw_SCO.6,Raw_SCO.7,Raw_SCO.8,Raw_SCO.9,Raw_SCO.10,>>NormaExpression,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
CLU-N291-H4N3F3,9870353.323,,,16235659.4,,,981076.2023,,10924917.56,23738634.59,,,,,870699.6019,,27523521.75,7242781.808,,,17666400.16,14596875.29,17456255.52,8226818.417,,,11189151.38,,1124826.15,16774225.47,17547873.93,9472156.528,,,,33574900.18,,,,,,,,,,1243412.242,8483795.155,7447803.74,6620892.369,8796017.316,16401137.69,,,5187428.265,16228301.58,>>NormaExpression,23.23467044,0,0,23.95266273,0,0,19.90400714,0,23.38111919,24.50073368,0,0,0,0,19.7318172,0,24.7141618,22.78811268,0,0,24.07450484,23.79915633,24.05724087,22.97190335,0,0,23.41559742,0,20.10127189,23.9997429,24.06479299,23.17526164,0,0,0,25.00087982,0,0,0,0,0,0,0,0,0,20.24587442,23.01627853,22.82838382,22.65859446,23.06841918,23.96729265,0,0,22.30658833,23.95200877,>>DiffResult,9.110364243,16.24194176,7.224093445,0,18.20434402,18.20434402,0.013047702,0.732016992,0.990854516,0.338132815,0.163168757,0.440804587,0.057303174,0.024665515,0.430073722,0.198055921,0.993855974,0.03813191,YES
CLU-N291-H4N3S1,,,,,,,448437.2855,,,,475647.2109,,,,,,,,393087.6415,563075.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,445218.2847,936365.0546,528410.1956,2006733.212,,624962.614,376600.3604,,>>NormaExpression,0,0,0,0,0,0,18.77454993,0,0,0,18.85953543,0,0,0,0,0,0,0,18.58449515,19.10297018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76415656,19.83671311,19.01130151,20.93641812,0,19.25341267,18.52267869,0,>>DiffResult,3.766077534,0,0,0,11.63246806,11.63246806,0.000547113,1,0.553377345,1,0.001502352,0.763192947,1,0.013765519,0.553377345,0.020438974,0.001502352,0.003296779,YES
CLU-N291-H5N2,,,,,,,488781.8209,,,2742047.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238725.08,813824.4715,1246659.536,1210168.341,1245303.792,2966316.086,,1024819.19,577988.376,2369950.161,>>NormaExpression,0,0,0,0,0,0,18.89883405,0,0,21.38682269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.24042577,19.63435991,20.24963724,20.20677751,20.24806746,21.50024139,0,19.96693937,19.14068345,21.1764259,>>DiffResult,2.014282837,0,0,0,18.2363558,18.2363558,2.64E-12,1,0.802953923,1,1.52E-10,0.911329427,1,4.51E-08,0.802953923,6.45E-11,1.52E-10,5.15E-10,YES
CLU-N291-H5N3F3+203.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548944.972,72009885.55,,,1687804.63,,3312784.684,5685718.848,12202828.35,>>NormaExpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28146936,26.10169166,0,0,20.68671734,0,21.65961344,22.43891158,23.54071235,>>DiffResult,0,0,0,0,13.57091157,13.57091157,3.68E-08,1,1,1,1.63E-06,1,1,8.08E-05,1,5.59E-08,1.63E-06,1.64E-06,YES
CLU-N291-H5N3S1,1616369.305,,,,,,,,,,,,,,,,,1376538.504,445497.2179,1390479.849,,1050177.465,,,,,817980.3111,,1325986.953,,,,,,,,,629549.7942,,,,,,,4136950.876,1369067.904,,1260758.893,3427061.377,3602819.526,6698100.951,,894422.1575,2149622.133,4151548.953,>>NormaExpression,20.62432632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39261458,18.76506014,20.40715244,0,20.00220309,0,0,0,0,19.64170836,0,20.33863624,0,0,0,0,0,0,0,0,19.26396326,0,0,0,0,0,0,21.98013674,20.38476363,0,20.26586212,21.70854102,21.78069536,22.6753209,0,19.77059802,21.03565232,21.98521863,>>DiffResult,4.009457674,5.998254768,1.926396326,4.396027349,16.9606652,15.03426887,0.0016409,0.983457195,0.968411684,0.817489369,0.002023317,0.999983598,0.996820964,0.066099724,0.97329365,0.002159271,0.042164378,0.007684484,YES
CLU-N291-H5N4F1,,,,,,,1536445.325,,,62465859.67,,,,,,,,,,,,25179589.63,6615489.088,5307116.977,,235017.1758,1223252.33,7560426.007,,,,,610143.3299,,,,,381895.191,,,,,,,,,421510.4768,527484.5186,646853.4343,4737905.613,2177458.575,740067.7363,,419113.3814,1017475.913,>>NormaExpression,0,0,0,0,0,0,20.55116594,0,0,25.8965646,0,0,0,0,0,0,0,0,0,0,0,24.58575149,22.65741661,22.33949719,0,17.84241281,20.22229178,22.85003629,0,0,0,0,19.21879103,0,0,0,0,18.54282101,0,0,0,0,0,0,0,0,18.68521239,19.00877196,19.30308156,22.17581833,21.0542145,19.49729975,0,18.6769845,19.95656463,>>DiffResult,2.322386527,13.04974062,3.776161203,0,15.83579476,15.83579476,0.000118141,0.916298859,0.990652693,0.099963621,0.015082188,0.979251724,0.041252229,0.007723671,0.011771142,0.000829976,0.940664304,0.001054254,YES
CLU-N291-H5N4F2,4684554.725,,6771353.543,608933.6814,1301424.037,919408.1309,1883152.964,3193810.593,4473173.005,105447521.5,1503408.864,,,,,,8332173.026,35831260.09,,1588103.92,77259887.9,25442768.07,,998773.1021,63856468.32,2834737.119,8039273.783,22002566.37,26809100.65,,,2994340.631,5472986.273,1513474.693,1416122.033,17828627.36,2047065.325,1320870.189,2879032.566,1986177.345,2691416.696,70526759.39,44604830.18,,,2175156.379,3106760.25,3254946.264,3456450.95,32177125.03,5079032.94,2735504.459,2532915.001,5623897.637,11944000.71,>>NormaExpression,22.1594808,0,22.69101303,19.21592796,20.31166078,19.81034747,20.84471953,21.60684778,22.09286745,26.65194996,20.51980694,0,0,0,0,0,22.99026154,25.09471548,0,20.5988748,26.20321627,24.60075236,0,19.92979889,25.92832945,21.43478403,22.93863393,24.39116854,24.67621954,0,0,21.5138074,22.38389707,20.52943407,20.43351518,24.08769238,20.96512642,20.33305835,21.45715318,20.92156374,21.35993488,26.07166744,25.41069664,0,0,21.05268836,21.56697995,21.63420274,21.72086044,24.93953214,22.27612268,21.383376,21.2723678,22.42313916,23.50978294,>>DiffResult,14.22942368,19.0102903,19.26252478,14.56845979,22.17790522,7.948481545,0.207914802,0.887408345,0.632567669,0.999996824,0.955391365,0.999993371,0.905927007,0.571624193,0.676081772,0.194420037,0.940407809,0.296044341,NO
CLU-N291-H5N4F3,131765130.8,71178994.23,25100553.97,174167909.3,34719688.73,18570783.53,,30476101.22,121339240.1,387370301.6,26702300.85,,3539893.474,,30301168.35,9063058.012,23623689.35,92847865.34,13088598.38,2036963.787,263465898.2,188380336.9,471424672.7,30059931.8,30833624.59,4964267.782,23517651.27,50608551.16,63652174.6,212699540.7,,101130839.3,,736905.5536,43922505.68,683884150,53599823.96,1749332.244,14353325.24,62843052.49,349666083.5,39594032.9,30051660.59,,,1568362.446,60562727.58,5573815.79,,136830203.2,,3776651.887,4480163.278,125605714.5,331290062.9,>>NormaExpression,26.97339341,26.08494823,24.58121593,27.3759036,25.04925072,24.14653143,0,24.86117506,26.85447095,28.52913811,24.67046078,0,21.75527492,0,24.85287013,23.11156665,24.49373102,26.46836542,23.64180739,20.95798961,27.973041,27.48907315,28.81245203,24.84133845,24.8780012,22.2431498,24.48724071,25.59287787,25.92370649,27.66424168,0,26.59164778,0,19.49112216,25.38845706,29.34917671,25.67572495,20.73837371,23.77488177,25.90524995,28.38140263,25.23877972,24.84094143,0,0,20.58082849,25.85192687,22.41023415,0,27.02781149,0,21.84867676,22.0951202,26.90432687,28.30351969,>>DiffResult,21.22040467,25.99051224,19.69146341,15.69222476,19.50224445,10.29828748,0.331976886,0.939715464,0.993705964,0.58412087,0.999999096,0.775552423,0.296900489,0.949048171,0.699404276,0.990182571,0.556097144,0.421173057,NO
CLU-N291-H5N4F4,17705255.73,19320519.52,2046891.231,5535913.645,2286941.031,1829974.504,,,3468231.767,31000542.3,24996569.72,,,,36573332.74,1200219.795,,,13495426.57,,9663634.031,182800749.6,143436117.1,15858239.11,117906436.5,,146099795.9,4886496.877,69142770.75,603913.2222,30413114.62,1864277.594,5106123.158,7932589.991,3134595.537,726802147.8,7325278.861,7061701.808,11463772.75,4440196.813,61608343.45,17422387.41,37402482.79,,,8631465.347,,12058845.45,76806401.63,261628860.8,14212997.95,3160909.827,11733083,99594571.32,208005138.5,>>NormaExpression,24.07767443,24.20363063,20.96500372,22.40039027,21.12498837,20.80339291,0,0,21.7257693,24.88579016,24.57522685,0,0,0,25.1242888,20.1948684,0,0,23.68596735,0,23.20413454,27.44569675,27.09583311,23.91872934,26.81306725,0,27.12237893,22.22036943,26.0430751,19.20398412,24.85819028,20.83018604,22.28379719,22.91936073,21.57984833,29.43698744,22.80445245,22.75158468,23.45057871,22.08219252,25.87662243,24.05443908,25.15663074,0,0,23.04117424,0,23.52358857,26.19472324,27.96294646,23.76070766,21.59190891,23.48407893,26.56956379,27.63204393,>>DiffResult,13.68834956,22.30672686,23.29971784,15.01753845,22.37607357,9.611368278,0.032155052,0.514164363,0.085667221,0.999328226,0.999495281,0.998635832,0.634032928,0.625697481,0.152046537,0.146384019,0.999999984,0.075028455,NO
CLU-N291-H5N4F4+162.05,27696761.56,706114.0804,,,,,,,30141621.15,70476296.74,,,,,4838052.989,,,20585469.24,,,5406919.349,18409470.44,,773230.7692,1492737.624,,,,7671289.317,53422120.83,,27504848.94,,,,44193293.35,,,,,,,,,,,,,,,,,29737125.71,,,>>NormaExpression,24.72321402,19.4295438,0,0,0,0,0,0,24.84525373,26.0706348,0,0,0,0,22.20599544,0,0,24.29512307,0,0,22.36637567,24.13394487,0,19.56054139,20.50953014,0,0,0,22.87103783,25.67093394,0,24.7131827,0,0,0,25.39732414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82576192,0,0,>>DiffResult,7.078488243,13.51123638,5.011050684,0,2.482576192,13.51123638,0.08730134,0.895606997,0.984389407,0.346880657,0.980675345,0.635307508,0.125153155,0.991572902,0.48361517,0.769783989,0.12533938,0.155809568,NO
CLU-N291-H5N4F5,6396096.778,,3559714.82,,,4692445.816,,,,,,,,,,,139442145.4,60923019.59,7609077.038,3555423.445,134164038,83637034.52,1983586.531,4762516.601,,,10943396.96,2113112.233,,,,47379399.71,3690569.509,,8671633.287,,,5888992.476,,,29134975.19,,,,,6433796.704,66991643.56,34656959.83,7700069.262,8896934.718,18436035.88,1876945.757,10704599.58,,,>>NormaExpression,22.60876056,0,21.76333064,0,0,22.16190896,0,0,0,0,0,0,0,0,0,0,27.05509144,25.86048414,22.85929023,21.76159037,26.99942279,26.31763859,20.91968063,22.18329299,0,0,23.38355743,21.01093865,0,0,0,25.49775661,21.81541242,0,23.04787248,0,0,22.48958964,0,0,24.7962488,0,0,0,0,22.61723914,25.99747783,25.04664181,22.87644018,23.0848771,24.13602522,20.8399563,23.35172763,0,0,>>DiffResult,8.203522817,14.08145311,9.285063117,4.959249759,18.79503852,13.83578876,0.103774464,0.958044601,0.999196176,0.881830134,0.355107256,0.97940504,0.597627623,0.195640879,0.678214301,0.136520153,0.888246497,0.176826277,NO
CLU-N291-H5N4S1,2561191.752,,5260213.225,5099118.069,2647619.176,3520109.523,2556469.648,3663331.271,21922912.09,23979218.19,2690590.112,,,,3643545.991,,6634645.021,2293990.992,2723503.832,,8413230.505,11971313.8,3702526.414,4851789.644,,1296393.071,3292264.255,2046215.496,11633412.84,6684696.255,,2051720.946,,,,32408525.1,2261822.688,1222878.761,1396533.052,2683160.314,6609152.973,4493184.606,3109485.234,,,1503802.246,519728.6113,979887.5523,1572853.934,2902792.293,1451267.615,507747.6908,1347704.714,1354715.81,14925647.13,>>NormaExpression,21.2883844,0,22.32669012,22.2818166,21.33626474,21.7471893,21.28572203,21.80472513,24.38593618,24.51528135,21.35949173,0,0,0,21.79691217,0,22.66158806,21.12942892,21.377033,0,23.00422861,23.51307828,21.82007899,22.21008587,0,20.3060729,21.65064915,20.96452736,23.47177118,22.67243079,0,20.9684038,0,0,0,24.94987007,21.10905504,20.22185113,20.41341932,21.35550236,22.65603418,22.09930723,21.5682448,0,0,20.52018439,18.98740173,19.90225815,20.58495418,21.46901041,20.46888314,18.95375509,20.36207407,20.36955987,23.83129024,>>DiffResult,15.46482319,19.96129231,12.90181017,13.26471724,20.54493713,7.643126956,0.237147983,0.999993723,0.95138052,0.435641047,0.354986543,0.989072419,0.676203876,0.603939724,0.716623961,0.615932176,0.999906222,0.326917444,NO
CLU-N291-H5N4S1F1,1255366.012,,4911458.218,5647737.736,3426409.418,8700653.806,1922137.224,4115705.069,52408403.66,136697344,,847499.6418,,,10509272.17,,3079773.245,1456815.642,16452408.95,2188224.085,6587530.562,4983401.658,3310643.794,4126349.805,2262609.913,,21589337.17,,,12525162.06,28864993.67,1639499.47,390806.9059,,,3799135.899,3200789.924,729523.0809,1181415.303,1946468.624,7351214.397,4918023.34,4194715.448,,,747711.3014,1539440.467,,1903608.493,5874447.425,6236973,,1129964.832,1375957.274,4325548.58,>>NormaExpression,20.25967777,0,22.22772029,22.42924192,21.70826654,23.05269255,20.87428066,21.97270852,25.64329486,27.02640998,0,19.69285494,0,0,23.32515956,0,21.55439317,20.47438788,23.97179559,21.06132971,22.65130654,22.24869972,21.6586808,21.97643505,21.10955708,0,24.36381568,0,0,23.57832605,24.78281762,20.64482488,18.57610013,0,0,21.85724027,21.60999701,19.47659608,20.172086,20.8924284,22.80955136,22.22964744,22.00014186,0,0,19.51212374,20.55397558,0,20.86030612,22.48602197,22.57241481,0,20.10784772,20.39200529,22.04445201,>>DiffResult,16.7637107,15.75868209,16.80120904,13.40786813,16.85291473,3.445046592,0.968620218,0.971814106,0.999999998,0.999336413,0.999999996,0.96239538,0.992847876,0.970225386,0.998987625,0.999999935,0.999196848,0.970280236,NO
CLU-N291-H5N4S1F2,829019.898,,,,2072338.278,,1297647.22,,30513548.91,96918072.38,,,,,4812382.621,,4701522.93,9121226.217,11923820.72,,5370743.973,11098211.51,28209824.49,3631422.412,,,14487672.33,2716781.847,,6060799.342,,25976739.67,484802.2664,,,61511133.2,6310325.56,1327065.517,2590750.866,9717552.411,2371707.005,,,1669134.082,,823176.46,729797.9113,,1143322.962,1577399.29,1993720.048,439332.5679,1298789.703,8024025.786,15849425.9,>>NormaExpression,19.66104894,0,0,0,20.98282879,0,20.3074679,0,24.8629467,26.53026239,0,0,0,0,22.19832022,0,22.16469703,23.12079651,23.50734337,0,22.35669079,23.403824,24.74969441,21.79210372,0,0,23.78832259,21.37346782,0,22.53107689,0,24.63071709,18.88703989,0,0,25.87434424,22.58928324,20.33980925,21.30493941,23.2121617,21.17749497,0,0,20.67066929,0,19.65084395,19.47713947,0,20.12480282,20.58911738,20.92703214,18.74495721,20.30873753,22.93589499,23.91792734,>>DiffResult,10.16678559,15.99951802,15.68382948,8.369632851,18.66764528,10.29801243,0.188170919,0.721641597,0.671198246,0.999995501,0.970334363,0.997136624,0.689255975,0.406953232,0.62356955,0.255053507,0.980296782,0.275308892,NO
CLU-N291-H5N4S1F3,1748376.449,,2566929.241,,2503834.399,,2250387.018,,,,,606912.8599,,,,,8935902.129,15035440.57,1585162.501,2361142.995,31220257.43,21686562.78,1962374.704,2445287.858,,,18879942.36,,,3932919.159,42242068.1,1837666.827,,,,11318629.96,,919242.6491,699148.5633,2789023.834,3500938.632,,2215402.534,,,1663817.539,1331991.283,,813412.4456,2060676.645,2460636.663,,1447422.964,,12970578.2,>>NormaExpression,20.73758524,0,21.29161266,0,21.25570829,0,21.10174235,0,0,0,0,19.21113224,0,0,0,0,23.09118212,23.8418639,20.59620022,21.1710546,24.89597914,24.37029814,20.90416985,21.22157347,0,0,24.1703511,0,0,21.90716947,25.33217717,20.80944458,0,0,0,23.43219613,0,19.81008778,19.41524159,21.41132935,21.73931075,0,21.07913808,0,0,20.66606667,20.34515429,0,19.63362931,20.97468741,21.2306008,0,20.46505613,0,23.62873957,>>DiffResult,9.614904081,13.74695412,13.02104766,8.563689766,14.69439342,6.130703652,0.682566265,0.948159642,0.932246212,0.999894471,0.997153985,0.999705119,0.913288876,0.851460143,0.872092341,0.763411585,0.99969606,0.724722947,NO
CLU-N291-H5N4S2,14906684.68,3188937.544,19341736.12,9526014.379,18293554.76,30713458.26,5425406.451,14144056.21,29272814.6,50497562.31,27756182.55,4606686.727,1759888.916,,26675015.42,5636773.558,7544964.057,14200032.5,19281195.71,3529494.538,1988886.301,12894623.45,10116871.04,4301900.552,6354724.229,955847.5621,5389579.855,3836313.369,12310387.24,4710392.961,7802490.199,13313016.53,,3395265.671,8774470.938,9565421.528,2963481.416,2777064.014,2706573.876,4995476.261,5795969.762,14378301.16,12867342.65,,,5969870.913,3245410.235,5460600.087,,11543808.29,11222691.89,3065407.107,3549172.519,6547341.615,15163090.58,>>NormaExpression,23.82945619,21.60464486,24.20521404,23.18344145,24.12483219,24.87236768,22.37130006,23.75369268,24.80305818,25.58971044,24.72630588,22.13529837,20.74705376,0,24.66898582,22.42643844,22.84708279,23.759391,24.20069126,21.75103057,20.9235301,23.62026642,23.27025997,22.03654308,22.59939832,19.86642254,22.36174165,21.87128952,23.55337293,22.1674163,22.89550339,23.66633427,0,21.69509346,23.06488087,23.18939727,21.49886207,21.40512952,21.36803687,22.25219109,22.46661889,23.77738999,23.61721092,0,0,22.50926855,21.62996987,22.38062834,0,23.46061604,23.41991556,21.54764773,21.75905168,22.64247804,23.8540606,>>DiffResult,22.27999978,22.22702408,20.10354288,13.97224396,20.32036364,8.307755823,0.147724736,0.436160482,0.910220953,0.949432453,0.9999929,0.097768821,0.160443829,0.400740489,0.999999955,0.936979482,0.965478716,0.229641245,NO
CLU-N291-H5N4S2F1,8590156.585,17065339.25,2339483.954,3850134.618,10186562.46,5136192.618,,8788705.365,51499677.25,102069542.2,2371113.574,3274267.536,5353188.218,,19067949.6,1536310.191,10896646.35,18278248.49,8696505.472,,2168231.765,936972.3473,5521877.655,1667519.196,3140142.962,,3781814.837,7137818.993,4821885.012,3761590.098,6730501.471,34062464.93,1112954.79,2127522.402,3418892.728,6783459.191,3200038.689,1107337.893,2397173.976,4333293.704,9113787.83,1378430.237,,,,3276894.026,1394016.379,442769.3087,2069892.351,9845719.611,,2011948.817,2440614.629,2327558.986,11318606.18,>>NormaExpression,23.03425317,24.02456584,21.15775952,21.87647783,23.28016409,22.29226816,0,23.0672194,25.61806008,26.6049772,21.17713395,21.64274122,22.35196722,0,24.18464646,20.55103904,23.37738098,24.12362457,23.05200453,0,21.04808821,19.83764848,22.39672775,20.6692728,21.58239927,0,21.85064768,22.76705209,22.20116612,21.8429116,22.68228278,25.02167955,20.08596485,21.02074357,21.70509815,22.69358994,21.60965837,20.07866539,21.19290379,22.04703293,23.11961951,20.39459587,0,0,0,21.64389803,20.41081712,18.75619896,20.98112501,23.23106537,0,20.94016289,21.21881367,21.15038692,23.4321931,>>DiffResult,19.57081416,19.4195914,21.81376193,8.702843076,19.17646611,13.11091885,0.039648379,0.020401315,0.93821236,0.952989348,0.934251827,0.043396969,0.085870088,0.097918896,0.999998297,0.999921855,0.999993607,0.087196574,NO
CLU-N291-H6N2,755792.0708,,,,,,,,,,,,,,,,,,,,,1080498.673,,,,766596.511,660515.3211,,,1638246.218,,,,,,,,,,,,,,,4207674.634,515532.3426,,,,447281.5407,487578.7223,,787756.7288,533648.3079,1704897.676,>>NormaExpression,19.52763177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0432672,0,0,0,19.54810979,19.33323468,0,0,20.64372165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00459206,18.97570621,0,0,0,18.77082692,18.8952786,0,19.58739248,19.02553245,20.70125457,>>DiffResult,0.976381588,7.956833333,0,4.400918412,11.59559912,11.59559912,0.00148062,0.798211612,0.996687727,0.114631495,0.006350868,0.87578456,0.895384473,0.372827299,0.10697944,0.003436615,0.790766377,0.007211853,YES
CLU-N291-H6N3S1,,,1916361.058,4870148.801,,,3045899.65,,496193.9745,2073432.806,,,,,2048366.067,,7686887.105,7690425,2954368.429,2340400.772,,3419611.471,2869103.195,,,,4630467.582,,5983207.613,,,,,,,,,,,,,13008173.75,8335011.08,,1026401.992,3368813.585,,2885813.376,4593811.456,6230570.405,8520085.48,1703944.449,3491615.79,6026542.556,12167367.96,>>NormaExpression,0,0,20.86993872,22.21553472,0,0,21.53843745,0,18.9205476,20.98359056,0,0,0,0,20.96604284,0,22.87396824,22.87463209,21.49441881,21.15832478,0,21.70540141,21.45216893,0,0,0,22.14272676,0,22.51248793,0,0,0,0,0,0,0,0,0,0,0,0,23.63291521,22.99075286,0,19.96916585,21.6838096,0,21.46054707,22.13126053,22.57093305,23.02243664,20.70044772,21.7354638,22.52289937,23.5365139,>>DiffResult,10.69477179,8.781278504,0,13.31856678,19.93643117,19.93643117,0.000716353,0.093271429,0.041063346,0.249553787,0.000196832,0.981075043,0.905481087,0.70860153,0.984874724,0.103632103,0.08038881,0.004045493,YES
CLU-N291-H6N4F3,11775237.15,,,,,,,,,47902229.41,,,,,,,,9499087.777,,,3065221.7,7331181.054,,,,,10240736.24,,2562213.571,,,,,,,28362258.74,,,,,,,,,,13982847.64,85276994.25,,18095298.15,60764611.72,37956645.35,,,12330540.54,31418075.26,>>NormaExpression,23.4892529,0,0,0,0,0,0,0,0,25.5135895,0,0,0,0,0,0,0,23.1793577,0,0,21.54756046,22.8056144,0,0,0,0,23.28781624,0,21.28895987,0,0,0,0,0,0,24.75746915,0,0,0,0,0,0,0,0,0,23.73715497,26.34565327,0,24.10911162,25.85672806,25.17784919,0,0,23.55573283,24.90509151,>>DiffResult,3.609110005,8.892995098,2.475746915,0,17.36873214,17.36873214,0.00201022,0.989245835,0.997983664,0.561484404,0.008325233,0.940970995,0.438648387,0.013352607,0.60851995,0.004191967,0.284146355,0.008843603,YES
CLU-N291-H6N4S2,1647155.062,3487932.451,3023757.511,1623051.444,2119560.271,3421944.833,,,2910594.436,2881380.078,3686071.429,,,,2348611.363,1845492.316,,1772774.22,1686768.815,,,,781251.574,376112.29,,,,,,,,,,906155.8626,1223211.038,,,220859.2238,,,3246499.913,,2847112.038,,,,,459885.7075,,3242633.624,,228484.6201,,415455.1157,1427293.549,>>NormaExpression,20.65154582,21.73394108,21.52791149,20.63027819,21.01533424,21.70638549,0,0,21.47288289,21.45832905,21.81365299,0,0,0,21.16337719,20.81557508,0,20.75757819,20.68583168,0,0,0,19.57542951,18.52080776,0,0,0,0,0,0,0,0,0,19.78940129,20.22224308,0,0,17.75277409,0,0,21.63045418,0,21.44106834,0,0,0,0,18.81091897,0,21.62873504,0,17.80174385,0,18.66433657,20.44485166,>>DiffResult,13.77163117,3.809623727,5.776441846,8.614304505,9.735058609,9.962007442,0.09372576,0.984697736,0.244473392,0.991752481,0.898465445,0.835710189,0.901418094,0.999582726,0.087165737,0.830483344,0.670730296,0.165008152,NO
CLU-N291-H6N5F3,,1450528.797,7249303.81,,,,,,,191746400.3,2097150.623,,,,,,,36268473.62,2299454.557,,75456600.23,,5672247.954,3900311.372,,,,,,,83887577.8,,,,,,,,643896.6228,1448060.996,4597523.378,14748949.6,5819193.2,,,,25454846.53,,,61181992.73,3455297.691,,1796032.24,21944661.74,97356206.95,>>NormaExpression,0,20.4681485,22.78941122,0,0,0,0,0,0,27.51462426,20.99999974,0,0,0,0,0,0,25.11221273,21.13286088,0,26.16914378,0,22.43548942,21.89515824,0,0,0,0,0,0,26.32195387,0,0,0,0,0,0,0,19.2964718,20.46569194,22.13242579,23.81410897,22.47238796,0,0,0,24.60143709,0,0,25.86660378,21.720379,0,20.77638262,24.38736676,26.53676964,>>DiffResult,6.900862867,7.049979145,6.608411761,13.68378455,14.38889389,7.780482128,0.358646383,0.78888163,0.999995493,0.999986843,0.551775457,0.757680907,0.825173195,0.999962081,0.999999695,0.446682015,0.606540595,0.450814647,NO
